"DATE_FORMAT(doc.date, ""%Y %m %d"")","nb","titre","titre"
"2016 10 11","1","100. Dédale des Vidéoséries","7870. Rituels (Saison 1, Épisode 3)"
"2016 10 13","1","100. Dédale des Vidéoséries","2920. Combat (Saison 1, Épisode 5)"
"2016 10 17","1","100. Dédale des Vidéoséries","7320. Poètes (Saison 1, Épisode 8)"
"2016 10 18","1","100. Dédale des Vidéoséries","8240. Scaenarum (Saison 1, Épisode 5)"
"2016 10 19","1","70. Dédale des paroles","Entretien pour la revue Secousse"
"2016 10 20","1","100. Dédale des Vidéoséries","1700. Attentes (Saison 1, Épisode 4)"
"2016 10 22","1","100. Dédale des Vidéoséries","8110. Roman (Saison 1, Épisode 5)"
"2016 10 23","1","100. Dédale des Vidéoséries","3220. Dada (Saison 2, Épisode 2)"
"2016 10 25","1","100. Dédale des Vidéoséries","8120. Roman (Saison 1, Épisode 6)"
"2016 10 27","1","100. Dédale des Vidéoséries","8480. Unsicherheit (Saison 1, Épisode 7)"
"2016 10 29","1","100. Dédale des Vidéoséries","6030. Les Amours (Saison 1, Épisode 6)"
"2016 10 31","1","100. Dédale des Vidéoséries","4610. Fantasmes (Saison 1, Épisode 7)"
"2016 11 01","1","100. Dédale des Vidéoséries","7170. Penser (Saison 1, Épisode 7)"
"2016 11 02","1","100. Dédale des Vidéoséries","2930. Combat (Saison 1, Épisode 6) "
"2016 11 04","1","100. Dédale des Vidéoséries","8190. Saisons (Saison 1, Épisode 1)"
"2016 11 05","1","100. Dédale des Vidéoséries","7950. Rock (Saison 1, Épisode 1)"
"2016 11 06","1","100. Dédale des Vidéoséries","5000. Histoire (Saison 1, Épisode 3)"
"2016 11 07","1","100. Dédale des Vidéoséries","6040. Les Amours (Saison 1, Épisode 7)"
"2016 11 09","1","100. Dédale des Vidéoséries","5680. La Guerre (Saison 1, Épisode 5)"
"2016 11 12","1","100. Dédale des Vidéoséries","7180. Penser (Saison 1, Épisode 8)"
"2016 11 13","1","100. Dédale des Vidéoséries","4920. Fukushima (Saison 1, Épisode 1)"
"2016 11 14","1","100. Dédale des Vidéoséries","7970. Rock (Saison 1, Épisode 2)"
"2016 11 15","1","100. Dédale des Vidéoséries","8310. Suites (Saison 1, Épisode 1)"
"2016 11 16","1","100. Dédale des Vidéoséries","5430. Intrigue (Saison 1, Épisode 5)"
"2016 11 18","1","100. Dédale des Vidéoséries","8320. Suites (Saison 1, Épisode 2)"
"2016 11 20","1","100. Dédale des Vidéoséries","8130. Roman (Saison 1, Épisode 7)"
"2016 11 21","1","100. Dédale des Vidéoséries","7190. Penser (Saison 1, Épisode 9)"
"2016 11 22","1","100. Dédale des Vidéoséries","6050. Les Amours (Saison 1, Épisode 8)"
"2016 11 24","1","100. Dédale des Vidéoséries","6340. Méditation (Saison 1, Épisode 3)"
"2016 11 25","1","100. Dédale des Vidéoséries","8330. Suites (Saison 1, Épisode 3)"
"2016 11 28","1","100. Dédale des Vidéoséries","8340. Suites (Saison 1, Épisode 4)"
"2016 11 29","1","100. Dédale des Vidéoséries","8350. Suites (Saison 1, Épisode 5)"
"2016 12 01","1","100. Dédale des Vidéoséries","7330. Poètes (Saison 1, Épisode 9)"
"2016 12 03","1","100. Dédale des Vidéoséries","8360. Suites (Saison 1, Épisode 6)"
"2016 12 04","1","100. Dédale des Vidéoséries","8490. Unsicherheit (Saison 1, Épisode 8)"
"2016 12 06","1","100. Dédale des Vidéoséries","4380. Ex Voto (Saison 1, Épisode 3)"
"2016 12 07","1","100. Dédale des Vidéoséries","5700. La Guerre (Saison 1, Épisode 6)"
"2016 12 08","1","100. Dédale des Vidéoséries","5440. Intrigue (Saison 1, Épisode 6)"
"2016 12 09","1","100. Dédale des Vidéoséries","8370. Suites (Saison 1, Épisode 7)"
"2016 12 11","1","100. Dédale des Vidéoséries","5690. La Guerre (Saison 1, Épisode 6)"
"2016 12 12","1","100. Dédale des Vidéoséries","4280. État d'Urgence (Saison 1, Épisode 5)"
"2016 12 13","1","100. Dédale des Vidéoséries","1980. Bobard Rock (Saison 1, Épisode 1)"
"2016 12 14","1","100. Dédale des Vidéoséries","2000. Bobard Rock (Saison 1, Épisode 2)"
"2016 12 15","1","100. Dédale des Vidéoséries","2010. Bobard Rock (Saison 1, Épisode 3)"
"2016 12 16","1","100. Dédale des Vidéoséries","2080. Bobard Rock (Saison 2, Épisode 1)"
"2016 12 18","1","20. Dédale des actes","Projet Joe Bousquet"
"2016 12 18","1","100. Dédale des Vidéoséries","2110. Bobard Rock Saison 2, Épisode 2)"
"2016 12 19","1","100. Dédale des Vidéoséries","4810. Filo Flash (Saison 1, Épisode 1)"
"2016 12 20","2","100. Dédale des Vidéoséries","2940. Combat (Saison 1, Épisode 7)"
"2016 12 21","1","100. Dédale des Vidéoséries","3230. Dada (Saison 2, Épisode 3)"
"2016 12 22","1","100. Dédale des Vidéoséries","7260. Poètes (Saison 1, Épisode 10)"
"2016 12 23","1","100. Dédale des Vidéoséries","4820. Filo Flash (Saison 1, Épisode 2)"
"2016 12 24","1","100. Dédale des Vidéoséries","6830. OH ! (Saison 1, Épisode 1)"
"2016 12 26","1","100. Dédale des Vidéoséries","6850. OH ! (Saison 1, Épisode 2)"
"2016 12 29","1","100. Dédale des Vidéoséries","7140. Penser (Saison 1, Épisode 10)"
"2016 12 30","1","100. Dédale des Vidéoséries","3720. Désirs (Saison 1, Épisode 3)"
"2017 01 01","1","100. Dédale des Vidéoséries","5450. Intrigue (Saison 1, Épisode 7)"
"2017 01 05","1","100. Dédale des Vidéoséries","1880. Aveux (Saison 1, Épisode 1)"
"2017 01 07","1","100. Dédale des Vidéoséries","7000. Ordinary Share (Saison 1, Épisode 1)"
"2017 01 08","1","100. Dédale des Vidéoséries","6860. OH ! (Saison 1, Épisode 3)"
"2017 01 09","1","100. Dédale des Vidéoséries","2740. Citations (Saison 1, Épisode 3)"
"2017 01 10","1","100. Dédale des Vidéoséries","4390. Ex Voto (Saison 1, Épisode 4)"
"2017 01 11","1","100. Dédale des Vidéoséries","1490. Ailleurs (Saison 1, Épisode 4)"
"2017 01 13","1","100. Dédale des Vidéoséries","7040. Paysages (Saison 1, Épisode 1)"
"2017 01 15","1","100. Dédale des Vidéoséries","3080. Conversion (Saison 1, Épisode 2)"
"2017 01 16","1","100. Dédale des Vidéoséries","1790. Autobiographie (Saison 1, Épisode 3)"
"2017 01 17","1","100. Dédale des Vidéoséries","2950. Combat (Saison 1, Épisode 8)"
"2017 01 18","1","100. Dédale des Vidéoséries","8140. Roman (Saison 1, Épisode 8)"
"2017 01 19","1","100. Dédale des Vidéoséries","4700. Femmes (Saison 1, Épisode 4)"
"2017 01 21","1","100. Dédale des Vidéoséries","1710. Attentes (Saison 1, Épisode 5)"
"2017 01 22","1","100. Dédale des Vidéoséries","3730. Désirs (Saison 1, Épisode 4)"
"2017 01 23","1","100. Dédale des Vidéoséries","6730. Moments (Saison 1, Épisode 6)"
"2017 01 24","1","100. Dédale des Vidéoséries","3510. Découvertes (Saison 1, Épisode 4)"
"2017 01 26","1","100. Dédale des Vidéoséries","4830. Filo Flash (Saison 1, Épisode 3)"
"2017 01 27","1","100. Dédale des Vidéoséries","1720. Attentes (Saison 1, Épisode 6)"
"2017 01 28","1","100. Dédale des Vidéoséries","6430. Mémoires (Saison 1, Épisode 1)"
"2017 01 29","1","100. Dédale des Vidéoséries","5090. Hominumque (Saison 1, Épisode 3)"
"2017 02 01","1","100. Dédale des Vidéoséries","7660. Potlatch (Saison 1, Épisode 1)"
"2017 02 02","1","100. Dédale des Vidéoséries","4290. État d'Urgence (Saison 1, Épisode 6)"
"2017 02 04","1","100. Dédale des Vidéoséries","7420. Poétiques (Saison 1, Épisode 4)"
"2017 02 05","1","100. Dédale des Vidéoséries","8150. Roman (Saison 1, Épisode 9)"
"2017 02 07","1","100. Dédale des Vidéoséries","6740. Moments (Saison 1, Épisode 7)"
"2017 02 08","1","100. Dédale des Vidéoséries","5460. Intrigue (Saison 1, Épisode 8)"
"2017 02 10","1","100. Dédale des Vidéoséries","4620. Fantasmes (Saison 1, Épisode 8)"
"2017 02 11","1","100. Dédale des Vidéoséries","5470. Intrigue (Saison 1, Épisode 9)"
"2017 02 12","1","100. Dédale des Vidéoséries","3410. De Bestiis (Saison 1, Épisode 2)"
"2017 02 13","1","100. Dédale des Vidéoséries","3800. Dialogues (Saison 1, Épisode 3)"
"2017 02 15","1","100. Dédale des Vidéoséries","2200. Cancans (Saison 1, Épisode 1)"
"2017 02 16","1","100. Dédale des Vidéoséries","2220. Cancans (Saison 1, Épisode 2)"
"2017 02 17","1","100. Dédale des Vidéoséries","2230. Cancans (Saison 1, Épisode 3)"
"2017 02 18","1","100. Dédale des Vidéoséries","6930. Opéra (Saison 1, Épisode 1)"
"2017 02 19","1","100. Dédale des Vidéoséries","3240. Dada (Saison 2, Épisode 4)"
"2017 02 21","1","100. Dédale des Vidéoséries","6880. OH ! (Saison 1, Épisode 5)"
"2017 02 22","1","100. Dédale des Vidéoséries","1500. Ailleurs (Saison 1, Épisode 5)"
"2017 02 24","2","70. Dédale des paroles","Capsules"
"2017 02 25","1","100. Dédale des Vidéoséries","6940. Opéra (Saison 1, Épisode 2)"
"2017 02 27","1","100. Dédale des Vidéoséries","2960. Combat (Saison 1, Épisode 9)"
"2017 02 28","1","100. Dédale des Vidéoséries","7550. Polar (Saison 1, Épisode 1)"
"2017 03 02","1","100. Dédale des Vidéoséries","7570. Polar (Saison 1, Épisode 2)"
"2017 03 06","1","100. Dédale des Vidéoséries","3600. Dérives (Saison 1, Épisode 5)"
"2017 03 08","1","100. Dédale des Vidéoséries","5540. Invasion (Saison 1, Épisode 5)"
"2017 03 10","1","100. Dédale des Vidéoséries","5660. La Chaos (Saison 1, Épisode 3)"
"2017 03 13","1","100. Dédale des Vidéoséries","6890. OH ! (Saison 1, Épisode 6)"
"2017 03 15","1","100. Dédale des Vidéoséries","5950. Le Chaos (Saison 1, Épisode 4)"
"2017 03 16","1","100. Dédale des Vidéoséries","3740. Désirs (Saison 1, Épisode 5)"
"2017 03 17","1","100. Dédale des Vidéoséries","3950. Écrire (Saison 1, Épisode 3)"
"2017 03 18","1","100. Dédale des Vidéoséries","8090. Roman (Saison 1, Épisode 10)"
"2017 03 20","1","100. Dédale des Vidéoséries","6950. Opéra (Saison 1, Épisode 3)"
"2017 03 21","1","100. Dédale des Vidéoséries","2240. Cancans (Saison 1, Épisode 4)"
"2017 03 22","1","100. Dédale des Vidéoséries","2470. Cantate (Saison 2, Épisode 5)"
"2017 03 24","1","100. Dédale des Vidéoséries","2340. Canicule (Saison 1, Épisode 6)"
"2017 03 25","1","100. Dédale des Vidéoséries","2020. Bobard Rock (Saison 1, Épisode 4)"
"2017 03 28","1","100. Dédale des Vidéoséries","4300. État d'Urgence (Saison 1, Épisode 7)"
"2017 03 29","1","100. Dédale des Vidéoséries","1900. Aveux (Saison 1, Épisode 2)"
"2017 03 30","1","100. Dédale des Vidéoséries","7980. Rock (Saison 1, Épisode 3)"
"2017 04 01","1","100. Dédale des Vidéoséries","1510. Ailleurs (Saison 1, Épisode 6)"
"2017 04 02","1","100. Dédale des Vidéoséries","6960. Opéra (Saison 1, Épisode 4)"
"2017 04 08","1","100. Dédale des Vidéoséries","3420. De Bestiis (Saison 1, Épisode 3)"
"2017 04 11","1","100. Dédale des Vidéoséries","3810. Dialogues (Saison 1, Épisode 4)"
"2017 04 13","1","100. Dédale des Vidéoséries","3820. Dialogues (Saison 1, Épisode 5)"
"2017 04 14","1","100. Dédale des Vidéoséries","1910. Aveux (Saison 1, Épisode 3)"
"2017 04 15","1","100. Dédale des Vidéoséries","3750. Désirs (Saison 1, Épisode 6)"
"2017 04 17","1","100. Dédale des Vidéoséries","7430. Poétiques (Saison 1, Épisode 5)"
"2017 04 19","1","100. Dédale des Vidéoséries","6750. Moments (Saison 1, Épisode 8)"
"2017 04 23","1","100. Dédale des Vidéoséries","5960. Le Chaos (Saison 1, Épisode 5)"
"2017 04 25","1","100. Dédale des Vidéoséries","2910. Combat (Saison 1, Épisode 10)"
"2017 04 28","1","100. Dédale des Vidéoséries","6570. Miniroman (Saison 1, Épisode 1)"
"2017 04 30","1","100. Dédale des Vidéoséries","6610. Miniroman (Saison 1, Épisode 2)"
"2017 05 03","1","100. Dédale des Vidéoséries","1580. Artistes (Saison 1, Épisode 1)"
"2017 05 04","1","100. Dédale des Vidéoséries","5710. La Guerre (Saison 1, Épisode 8)"
"2017 05 05","1","100. Dédale des Vidéoséries","6620. Miniroman (Saison 1, Épisode 3)"
"2017 05 06","1","100. Dédale des Vidéoséries","5520. Intrigues (Saison 1, Épisode 10)"
"2017 05 07","1","100. Dédale des Vidéoséries","3250. Dada (Saison 2, Épisode 5)"
"2017 05 10","1","100. Dédale des Vidéoséries","1730. Attentes (Saison 1, Épisode 7)"
"2017 05 11","1","100. Dédale des Vidéoséries","1920. Aveux (Saison 1, Épisode 4)"
"2017 05 12","1","100. Dédale des Vidéoséries","6630. Miniroman (Saison 1, Épisode 4)"
"2017 05 16","1","100. Dédale des Vidéoséries","1520. Ailleurs (Saison 1, Épisode 7)"
"2017 05 17","1","100. Dédale des Vidéoséries","4050. Écritures (Saison 1, Épisode 4)"
"2017 05 18","1","100. Dédale des Vidéoséries","6640. Miniroman (Saison 1, Épisode 5)"
"2017 05 20","1","100. Dédale des Vidéoséries","3610. Dérives (Saison 1, Épisode 6)"
"2017 05 21","1","100. Dédale des Vidéoséries","1740. Attentes (Saison 1, Épisode 8)"
"2017 05 22","1","100. Dédale des Vidéoséries","6650. Miniroman (Saison 1, Épisode 6)"
"2017 05 24","1","100. Dédale des Vidéoséries","3090. Conversion (Saison 1, Épisode 3)"
"2017 05 26","1","100. Dédale des Vidéoséries","1800. Autobiographie (Saison 1, Épisode 4)"
"2017 05 27","1","100. Dédale des Vidéoséries","7440. Poétiques (Saison 1, Épisode 6)"
"2017 05 29","1","100. Dédale des Vidéoséries","5100. Hominumque (Saison 1, Épisode 4)"
"2017 05 31","1","100. Dédale des Vidéoséries","4310. État d'Urgence (Saison 1, Épisode 8)"
"2017 06 02","1","100. Dédale des Vidéoséries","1930. Aveux (Saison 1, Épisode 5)"
"2017 06 03","1","100. Dédale des Vidéoséries","5850. La Ville (Saison 1, Épisode 6)"
"2017 06 04","1","100. Dédale des Vidéoséries","4400. Ex Voto (Saison 1, Épisode 5)"
"2017 06 05","1","100. Dédale des Vidéoséries","3970. Écrire (Saison 1, Épisode 4)"
"2017 06 07","1","100. Dédale des Vidéoséries","6670. Miniroman (Saison 1, Épisode 9)"
"2017 06 08","1","100. Dédale des Vidéoséries","4630. Fantasmes (Saison 1, Épisode 9)"
"2017 06 10","1","100. Dédale des Vidéoséries","7450. Poétiques (Saison 1, Épisode 7)"
"2017 06 14","1","100. Dédale des Vidéoséries","5110. Hominumque (Saison 1, Épisode 5)"
"2017 06 15","1","70. Dédale des paroles","Rock n ° 981971"
"2017 06 16","1","100. Dédale des Vidéoséries","1810. Autobiographie (Saison 1, Épisode 5)"
"2017 06 18","1","100. Dédale des Vidéoséries","7470. Poétiques (Saison 1, Épisode 8)"
"2017 06 20","1","100. Dédale des Vidéoséries","2350. Canicule (Saison 1, Épisode 7)"
"2017 06 21","1","100. Dédale des Vidéoséries","1530. Ailleurs (Saison 1, Épisode 8)"
"2017 06 23","1","100. Dédale des Vidéoséries","1940. Aveux (Saison 1, Épisode 6)"
"2017 06 24","1","100. Dédale des Vidéoséries","7460. Poétiques (Saison 1, Épisode 8)"
"2017 06 26","1","100. Dédale des Vidéoséries","4320. État d'Urgence (Saison 1, Épisode 9)"
"2017 06 27","1","100. Dédale des Vidéoséries","1600. Artistes (Saison 1, Épisode 2)"
"2017 06 29","1","100. Dédale des Vidéoséries","3620. Dérives (Saison 1, Épisode 7)"
"2017 06 30","1","100. Dédale des Vidéoséries","2810. Coïncidences (Saison 1, Épisode 1)"
"2017 07 03","1","100. Dédale des Vidéoséries","4890. Fugues (Saison 1, Épisode 2)"
"2017 07 05","1","100. Dédale des Vidéoséries","4270. État d'Urgence (Saison 1, Épisode 10)"
"2017 07 06","1","100. Dédale des Vidéoséries","6600. Miniroman (Saison 1, Épisode 10)"
"2017 07 07","1","100. Dédale des Vidéoséries","6230. Lyrique (Saison 1, Épisode 1)"
"2017 07 08","1","100. Dédale des Vidéoséries","4710. Femmes (Saison 1, Épisode 5)"
"2017 07 10","1","100. Dédale des Vidéoséries","4720. Femmes (Saison 1, Épisode 6)"
"2017 07 12","1","100. Dédale des Vidéoséries","1540. Ailleurs (Saison 1, Épisode 9)"
"2017 07 15","1","100. Dédale des Vidéoséries","7990. Rock (Saison 1, Épisode 4)"
"2017 07 18","1","100. Dédale des Vidéoséries","7060. Paysages (Saison 1, Épisode 2)"
"2017 07 20","1","100. Dédale des Vidéoséries","2970. Combat (Saison 2, Épisode 1)"
"2017 07 23","1","100. Dédale des Vidéoséries","8000. Rock (Saison 1, Épisode 5)"
"2017 07 25","1","100. Dédale des Vidéoséries","8010. Rock (Saison 1, Épisode 6)"
"2017 07 28","1","100. Dédale des Vidéoséries","8250. Scaenarum (Saison 1, Épisode 6)"
"2017 07 31","1","100. Dédale des Vidéoséries","2980. Combat (Saison 2, Épisode 2) "
"2017 08 03","1","100. Dédale des Vidéoséries","2420. Cantate (Saison 1, Épisode 6)"
"2017 08 04","1","100. Dédale des Vidéoséries","3880. Échanges (Saison 1, Épisode 6)"
"2017 08 08","1","100. Dédale des Vidéoséries","8460. Unsicherheit (Saison 1, Épisode 10)"
"2017 08 09","1","100. Dédale des Vidéoséries","2360. Canicule (Saison 1, Épisode 8)"
"2017 08 12","1","100. Dédale des Vidéoséries","7720. Puzzles (Saison 1, Èpisode 1)"
"2017 08 13","1","100. Dédale des Vidéoséries","7580. Polar (Saison 1, Épisode 3)"
"2017 08 14","1","100. Dédale des Vidéoséries","7730. Puzzles (Saison 1, Épisode 2)"
"2017 08 16","1","100. Dédale des Vidéoséries","7740. Puzzles (Saison 1, Épisode 3)"
"2017 08 20","1","100. Dédale des Vidéoséries","6590. Miniroman (Saison 1, Épisode 10)"
"2017 08 21","1","100. Dédale des Vidéoséries","5630. Invictus (Saison 1, Épisode 4)"
"2017 08 27","1","100. Dédale des Vidéoséries","1480. Ailleurs (Saison 1, Épisode 10)"
"2017 08 30","1","100. Dédale des Vidéoséries","1950. Aveux (Saison 1, Épisode 7)"
"2017 08 31","1","100. Dédale des Vidéoséries","6470. Micro-événement (Saison 1, Épisode 1)"
"2017 09 03","1","100. Dédale des Vidéoséries","7340. Poètes (Saison 2, Épisode 1)"
"2017 09 05","1","100. Dédale des Vidéoséries","6760. Moments (Saison 1, Épisode 9)"
"2017 09 07","1","100. Dédale des Vidéoséries","6480. Micro-événement (Saison 1, Épisode 2)"
"2017 09 08","1","100. Dédale des Vidéoséries","6500. Micro-événement (Saison 1, Épisode 3)"
"2017 09 12","1","100. Dédale des Vidéoséries","1750. Attentes (Saison 1, Épisode 9)"
"2017 09 14","1","100. Dédale des Vidéoséries","7350. Poètes (Saison 2, Épisode 2)"
"2017 09 16","1","100. Dédale des Vidéoséries","7360. Poètes (Saison 2, Épisode 3)"
"2017 09 20","1","100. Dédale des Vidéoséries","8050. Rockers (Saison 1, Épisode 1)"
"2017 09 22","1","100. Dédale des Vidéoséries","8060. Rockers (Saison 1, Épisode 2)"
"2017 09 24","1","100. Dédale des Vidéoséries","6490. Micro-événement (Saison 1, Épisode 3)"
"2017 09 26","1","100. Dédale des Vidéoséries","5550. Invasion (Saison 1, Épisode 6)"
"2017 09 27","1","30. Dédale des écrits","Hommage à Wilton Azevedo"
"2017 10 05","1","100. Dédale des Vidéoséries","6510. Micro-événement (Saison 1, Épisode 4)"
"2017 10 07","1","100. Dédale des Vidéoséries","1390. Agora (Saison 1, Épisode 3)"
"2017 10 10","1","100. Dédale des Vidéoséries","1680. Attentes (Saison 1, Épisode 10)"
"2017 10 12","1","100. Dédale des Vidéoséries","4410. Ex Voto (Saison 1, Épisode 6)"
"2017 10 15","1","100. Dédale des Vidéoséries","3760. Désirs (Saison 1, Épisode 7)"
"2017 10 18","1","100. Dédale des Vidéoséries","5720. La Guerre (Saison 1, Épisode 9)"
"2017 10 19","1","100. Dédale des Vidéoséries","7370. Poètes (Saison 2, Épisode 4)"
"2017 10 20","1","100. Dédale des Vidéoséries","3770. Désirs (Saison 1, Épisode 8)"
"2017 10 22","1","100. Dédale des Vidéoséries","3430. De Bestiis (Saison 1, Épisode 4)"
"2017 10 24","1","100. Dédale des Vidéoséries","3780. Désirs (Saison 1, Épisode 9)"
"2017 10 26","1","100. Dédale des Vidéoséries","3120. Corpus (Saison 1, Épisode 3)"
"2017 10 28","1","100. Dédale des Vidéoséries","6580. Miniroman (Saison 1, Épisode 10)"
"2017 10 29","1","100. Dédale des Vidéoséries","1960. Aveux (Saison 1, Épisode 8)"
"2017 10 31","1","100. Dédale des Vidéoséries","2250. Cancans (Saison 1, Épisode 5)"
"2017 11 02","1","100. Dédale des Vidéoséries","3700. Désirs (Saison 1, Épisode 10)"
"2017 11 04","1","100. Dédale des Vidéoséries","8260. Scaenarum (Saison 1, Épisode 7)"
"2017 11 05","1","100. Dédale des Vidéoséries","6690. Moments (Saison 1, Épisode 10)"
"2017 11 09","1","100. Dédale des Vidéoséries","3960. Écrire (Saison 1, Épisode 4)"
"2017 11 11","1","100. Dédale des Vidéoséries","3260. Dada (Saison 2, Épisode 6)"
"2017 11 14","1","100. Dédale des Vidéoséries","3630. Dérives (Saison 1, Épisode 8)"
"2017 11 15","1","100. Dédale des Vidéoséries","3520. Découvertes (Saison 1, Épisode 5)"
"2017 11 19","1","100. Dédale des Vidéoséries","8020. Rock (Saison 1, Épisode 7)"
"2017 11 21","1","100. Dédale des Vidéoséries","1400. Agora (Saison 1, Épisode 4)"
"2017 11 23","1","100. Dédale des Vidéoséries","6250. Lyrique (Saison 1, Épisode 2)"
"2017 11 25","1","100. Dédale des Vidéoséries","5670. La Guerre (Saison 1, Épisode 10)"
"2017 11 28","1","100. Dédale des Vidéoséries","1410. Agora (Saison 1, Épisode 5)"
"2017 12 01","1","100. Dédale des Vidéoséries","2990. Combat (Saison 2, Épisode 3)"
"2017 12 02","1","100. Dédale des Vidéoséries","3270. Dada (Saison 2, Épisode 7)"
"2017 12 05","1","100. Dédale des Vidéoséries","2030. Bobard Rock (Saison 1, Épisode 5)"
"2017 12 07","1","100. Dédale des Vidéoséries","4590. Fantasmes (Saison 1, Épisode 10)"
"2017 12 09","1","100. Dédale des Vidéoséries","4140. En Avant (Saison 1, Épisode 2)"
"2017 12 12","1","100. Dédale des Vidéoséries","3130. Corpus (Saison 1, Épisode 4)"
"2017 12 14","1","100. Dédale des Vidéoséries","4060. Écritures (Saison 1, Épisode 5)"
"2017 12 16","1","100. Dédale des Vidéoséries","1820. Autobiographie (Saison 1, Épisode 6)"
"2017 12 17","1","100. Dédale des Vidéoséries","5270. In Memoriam (Saison 1, Épisode 3)"
"2017 12 21","1","100. Dédale des Vidéoséries","3140. Corpus (Saison 1, Épisode 5)"
"2017 12 23","1","100. Dédale des Vidéoséries","6520. Micro-événement (Saison 1, Épisode 5)"
"2017 12 24","1","100. Dédale des Vidéoséries","3530. Découvertes (Saison 1, Épisode 6)"
"2017 12 25","1","100. Dédale des Vidéoséries","2040. Bobard Rock (Saison 1, Épisode 6)"
"2017 12 26","1","100. Dédale des Vidéoséries","1970. Aveux (Saison 1, Épisode 9)"
"2017 12 29","1","70. Dédale des paroles","Désirée et Aurélien [1]"
"2017 12 30","1","70. Dédale des paroles","Désirée et Aurélien [2]"
"2017 12 31","1","100. Dédale des Vidéoséries","2050. Bobard Rock (Saison 1, Épisode 7)"
"2018 01 01","1","100. Dédale des Vidéoséries","6900. OH ! (Saison 1, Épisode 7)"
"2018 01 03","1","100. Dédale des Vidéoséries","5560. Invasion (Saison 1, Épisode 7)"
"2018 01 05","1","100. Dédale des Vidéoséries","2830. Coïncidences (Saison 1, Épisode 2)"
"2018 01 07","1","100. Dédale des Vidéoséries","3000. Combat (Saison 2, Épisode 4)"
"2018 01 07","1","70. Dédale des paroles","Rock n° 111976"
"2018 01 13","1","100. Dédale des Vidéoséries","3540. Découvertes (Saison 1, Épisode 7)"
"2018 01 14","1","100. Dédale des Vidéoséries","1890. Aveux (Saison 1, Épisode 10)"
"2018 01 15","1","100. Dédale des Vidéoséries","3440. De Bestiis (Saison 1, Épisode 5)"
"2018 01 16","1","100. Dédale des Vidéoséries","6910. OH ! (Saison 1, Épisode 8)"
"2018 01 17","1","100. Dédale des Vidéoséries","4930. Herbario (Saison 1, Épisode 2)"
"2018 01 21","1","100. Dédale des Vidéoséries","8030. Rock (Saison 1, Épisode 8)"
"2018 01 22","1","100. Dédale des Vidéoséries","8040. Rock (Saison 1, Épisode 9)"
"2018 01 25","1","100. Dédale des Vidéoséries","6260. Lyrique (Saison 1, Épisode 3)"
"2018 01 27","1","100. Dédale des Vidéoséries","7960. Rock (Saison 1, Épisode 10)"
"2018 01 29","1","100. Dédale des Vidéoséries","1420. Agora (Saison 1, Épisode 6)"
"2018 01 31","1","100. Dédale des Vidéoséries","8070. Rockers (Saison 1, Épisode 3)"
"2018 02 01","1","100. Dédale des Vidéoséries","5740. La Guerre (Saison 2, Épisode 3)"
"2018 02 02","1","100. Dédale des Vidéoséries","4840. Filo Flash (Saison 1, Épisode 4)"
"2018 02 04","1","100. Dédale des Vidéoséries","6270. Lyrique (Saison 1, Épisode 4)"
"2018 02 06","1","100. Dédale des Vidéoséries","5860. La Ville (Saison 1, Épisode 7)"
"2018 02 08","1","100. Dédale des Vidéoséries","3450. De Bestiis (Saison 1, Épisode 6)"
"2018 02 09","1","70. Dédale des paroles","Désirée et Aurélien [3]"
"2018 02 11","1","100. Dédale des Vidéoséries","3280. Dada (Saison 2, Épisode 8)"
"2018 02 13","1","100. Dédale des Vidéoséries","1830. Autobiographie (Saison 1, Épisode 7)"
"2018 02 17","1","100. Dédale des Vidéoséries","1840. Autobiographie (Saison 1, Épisode 8)"
"2018 02 18","1","100. Dédale des Vidéoséries","4420. Ex Voto (Saison 1, Épisode 7)"
"2018 02 19","1","100. Dédale des Vidéoséries","2060. Bobard Rock (Saison 1, Épisode 8)"
"2018 02 22","1","100. Dédale des Vidéoséries","2840. Coïncidences (Saison 1, Épisode 3)"
"2018 02 24","1","100. Dédale des Vidéoséries","6060. Les Amours (Saison 1, Épisode 9)"
"2018 02 26","1","100. Dédale des Vidéoséries","3640. Dérives (Saison 1, Épisode 9)"
"2018 02 27","1","100. Dédale des Vidéoséries","5570. Invasion (Saison 1, Épisode 8)"
"2018 03 01","1","100. Dédale des Vidéoséries","5120. Hominumque (Saison 1, Épisode 6)"
"2018 03 02","1","100. Dédale des Vidéoséries","3830. Dialogues (Saison 1, Épisode 6)"
"2018 03 03","2","70. Dédale des paroles","Philosophie Approximative 1"
"2018 03 03","1","70. Dédale des paroles","Philosophie Approximative 5"
"2018 03 04","1","80. Dédale des ruines","Photos commentées"
"2018 03 04","2","70. Dédale des paroles","Philosophie Approximative 2"
"2018 03 04","1","100. Dédale des Vidéoséries","3980. Écrire (Saison 1, Épisode 6)"
"2018 03 05","1","100. Dédale des Vidéoséries","3590. Dérives (Saison 1, Épisode 10)"
"2018 03 06","1","100. Dédale des Vidéoséries","6550. Microévénement (Saison 1, Épisode 6)"
"2018 03 08","1","100. Dédale des Vidéoséries","1850. Autobiographie (Saison 1, Épisode 9)"
"2018 03 08","1","100. Dédale des Vidéoséries","4850. Filo Flash (Saison 1, Épisode 5)"
"2018 03 10","1","100. Dédale des Vidéoséries","5010. Histoire (Saison 1, Épisode 4)"
